479_636	 0
217_95	 0
458_631	 0
402_98	 0
1097_424	 0
928_944	 0
598_698	 0
332_931	 0
1096_560	 0
1052_1100	 0
18_887	 0
41_744	 0
1055_450	 0
806_878	 0
353_644	 0
209_434	 0
7_844	 0
1049_825	 0
924_968	 0
567_799	 0
838_850	 0
1037_710	 0
1132_338	 0
1043_551	 0
1035_929	 0
1087_959	 0
287_671	 0
112_207	 0
586_897	 0
213_991	 0
536_758	 0
845_935	 0
668_779	 0
1038_1044	 0
635_725	 0
7_804	 0
634_765	 0
319_371	 0
454_776	 0
156_590	 0
1092_131	 0
175_53	 0
36_741	 0
219_867	 0
156_441	 0
31_344	 0
481_677	 0
660_801	 0
43_439	 0
458_747	 0
4_463	 0
716_786	 0
1061_1156	 0
415_998	 0
858_900	 0
1157_426	 0
1089_65	 0
112_717	 0
1046_586	 0
1102_925	 0
794_828	 0
459_466	 0
690_92	 0
475_923	 0
772_813	 0
351_524	 0
252_381	 0
171_340	 0
563_844	 0
361_770	 0
616_996	 0
1076_980	 0
208_475	 0
640_982	 0
1040_92	 0
535_759	 0
718_801	 0
237_361	 0
1126_387	 0
419_967	 0
1113_876	 0
273_630	 0
1118_923	 0
288_291	 0
209_842	 0
1116_560	 0
153_921	 0
322_727	 0
513_704	 0
542_933	 0
84_976	 0
439_549	 0
1044_646	 0
652_87	 0
1008_912	 0
117_13	 0
129_513	 0
552_785	 0
314_368	 0
107_788	 0
310_979	 0
480_875	 0
174_978	 0
25_85	 0
195_76	 0
640_941	 0
12_556	 0
330_965	 0
570_631	 0
215_513	 0
837_97	 0
669_917	 0
21_838	 0
750_828	 0
1142_236	 0
497_635	 0
19_364	 0
649_943	 0
223_322	 0
536_713	 0
1113_881	 0
835_884	 0
552_615	 0
144_273	 0
117_395	 0
477_569	 0
486_556	 0
162_87	 0
59_773	 0
215_428	 0
100_879	 0
1106_872	 0
557_676	 0
1020_1135	 0
625_80	 0
356_975	 0
315_325	 0
1081_781	 0
171_270	 0
127_979	 0
1013_489	 0
368_645	 0
1037_147	 0
1074_826	 0
686_850	 0
1140_601	 0
327_901	 0
145_741	 0
1048_49	 0
417_768	 0
1107_44	 0
253_836	 0
381_441	 0
535_586	 0
802_841	 0
302_406	 0
980_984	 0
413_833	 0
1045_897	 0
523_607	 0
376_749	 0
384_943	 0
1123_93	 0
409_457	 0
810_883	 0
377_479	 0
172_911	 0
1007_372	 0
132_538	 0
896_900	 0
199_402	 0
1115_801	 0
212_502	 0
182_762	 0
584_814	 0
672_70	 0
467_690	 0
157_768	 0
40_966	 0
1025_818	 0
241_653	 0
1025_1051	 0
1128_563	 0
27_643	 0
206_69	 0
1119_839	 0
162_606	 0
276_442	 0
314_919	 0
447_927	 0
428_589	 0
482_868	 0
690_806	 0
322_908	 0
205_468	 0
376_698	 0
386_976	 0
544_62	 0
190_966	 0
17_459	 0
163_444	 0
15_244	 0
1103_1138	 0
1002_289	 0
1053_449	 0
686_883	 0
13_228	 0
535_541	 0
165_676	 0
375_987	 0
1062_111	 0
101_521	 0
261_668	 0
1063_157	 0
381_594	 0
1058_107	 0
246_88	 0
114_265	 0
240_518	 0
255_973	 0
514_78	 0
1086_1131	 0
40_477	 0
447_657	 0
609_655	 0
139_411	 0
1129_392	 0
410_776	 0
182_431	 0
382_799	 0
249_390	 0
404_96	 0
265_384	 0
267_818	 0
843_893	 0
930_934	 0
495_654	 0
583_886	 0
1008_725	 0
368_629	 0
187_765	 0
1046_162	 0
1103_264	 0
797_955	 0
75_956	 0
348_697	 0
214_524	 0
1023_485	 0
127_285	 0
488_919	 0
911_928	 0
591_861	 0
1119_563	 0
1086_449	 0
818_839	 0
923_98	 0
385_552	 0
196_648	 0
43_98	 0
355_865	 0
682_85	 0
504_637	 0
193_840	 0
96_984	 0
321_500	 0
646_896	 0
1039_493	 0
307_799	 0
740_801	 0
756_928	 0
311_407	 0
459_76	 0
324_366	 0
1052_626	 0
1053_506	 0
646_919	 0
654_746	 0
105_695	 0
300_704	 0
1007_517	 0
1048_846	 0
325_445	 0
269_788	 0
1049_54	 0
1101_808	 0
602_909	 0
144_333	 0
1122_340	 0
119_963	 0
33_987	 0
1090_304	 0
608_881	 0
354_477	 0
1081_239	 0
544_9	 0
1110_12	 0
113_34	 0
1134_448	 0
440_842	 0
224_570	 0
1101_288	 0
1111_71	 0
578_906	 0
405_850	 0
426_629	 0
1047_947	 0
134_478	 0
257_980	 0
33_616	 0
1037_462	 0
39_642	 0
1064_917	 0
588_697	 0
116_91	 0
148_16	 0
1002_1087	 0
1037_138	 0
1045_662	 0
829_917	 0
306_969	 0
479_910	 0
1055_802	 0
574_860	 0
144_452	 0
1086_1095	 0
126_385	 0
1147_512	 0
266_270	 0
308_659	 0
1031_152	 0
1143_416	 0
292_731	 0
1154_241	 0
1079_1152	 0
642_895	 0
1139_376	 0
232_956	 0
622_917	 0
1078_240	 0
1143_963	 0
118_729	 0
138_470	 0
555_584	 0
173_264	 0
150_749	 0
629_96	 0
649_79	 0
156_71	 0
1008_560	 0
235_89	 0
160_163	 0
223_968	 0
572_85	 0
1002_1014	 0
16_201	 0
269_904	 0
1_272	 0
148_604	 0
295_480	 0
324_974	 0
302_352	 0
1132_327	 0
677_988	 0
343_621	 0
274_736	 0
633_780	 0
457_799	 0
160_67	 0
521_765	 0
489_751	 0
331_415	 0
43_998	 0
1048_1112	 0
1115_1126	 0
101_622	 0
857_923	 0
573_903	 0
141_264	 0
289_572	 0
376_434	 0
634_995	 0
158_271	 0
808_93	 0
219_830	 0
466_995	 0
1104_259	 0
1098_1140	 0
229_52	 0
171_349	 0
834_869	 0
1067_289	 0
147_862	 0
372_662	 0
705_772	 0
1095_202	 0
772_869	 0
225_760	 0
160_36	 0
650_745	 0
1032_46	 0
1041_735	 0
420_951	 0
394_985	 0
118_732	 0
755_881	 0
460_728	 0
1148_627	 0
424_689	 0
288_82	 0
132_830	 0
123_124	 0
1087_195	 0
510_871	 0
1098_763	 0
57_582	 0
335_908	 0
107_838	 0
461_640	 0
101_120	 0
95_965	 0
388_779	 0
13_495	 0
407_445	 0
1098_76	 0
1137_665	 0
1110_461	 0
2_375	 0
610_8	 0
169_4	 0
103_1084	 0
1056_290	 0
155_793	 0
1058_1080	 0
357_540	 0
201_930	 0
270_93	 0
291_45	 0
144_963	 0
388_597	 0
391_75	 0
435_837	 0
239_890	 0
547_688	 0
740_874	 0
204_296	 0
911_974	 0
938_948	 0
103_456	 0
376_406	 0
1028_843	 0
188_843	 0
388_498	 0
1158_911	 0
48_61	 0
1068_519	 0
488_569	 0
217_929	 0
688_708	 0
660_889	 0
299_370	 0
189_812	 0
843_921	 0
1056_668	 0
107_306	 0
227_61	 0
384_471	 0
276_785	 0
237_971	 0
515_799	 0
1072_418	 0
12_775	 0
578_657	 0
384_668	 0
175_351	 0
242_326	 0
432_986	 0
330_417	 0
1133_613	 0
541_829	 0
269_975	 0
365_411	 0
260_521	 0
179_74	 0
1125_167	 0
185_801	 0
678_979	 0
102_183	 0
418_473	 0
416_512	 0
811_919	 0
484_759	 0
463_864	 0
1055_860	 0
195_941	 0
435_454	 0
434_737	 0
1148_619	 0
528_9	 0
239_444	 0
159_401	 0
358_416	 0
754_806	 0
1062_956	 0
1100_1119	 0
310_906	 0
682_732	 0
767_788	 0
356_786	 0
40_625	 0
1019_246	 0
391_949	 0
1087_830	 0
51_665	 0
1017_1061	 0
472_980	 0
336_885	 0
350_879	 0
197_375	 0
414_495	 0
517_804	 0
1093_738	 0
100_942	 0
219_991	 0
655_682	 0
350_71	 0
652_954	 0
524_654	 0
342_584	 0
743_802	 0
273_439	 0
556_594	 0
667_690	 0
1075_905	 0
157_645	 0
412_826	 0
198_960	 0
1001_848	 0
388_664	 0
1020_1034	 0
63_862	 0
326_935	 0
807_88	 0
160_962	 0
129_640	 0
1004_1092	 0
486_994	 0
669_695	 0
469_697	 0
1083_117	 0
182_834	 0
1144_513	 0
1114_311	 0
1004_267	 0
488_900	 0
1148_162	 0
267_682	 0
808_966	 0
37_798	 0
324_657	 0
41_621	 0
174_206	 0
263_967	 0
794_871	 0
603_714	 0
1007_339	 0
106_972	 0
25_911	 0
133_99	 0
21_614	 0
1136_625	 0
41_588	 0
1108_676	 0
1151_888	 0
256_631	 0
192_860	 0
277_479	 0
869_922	 0
361_882	 0
15_90	 0
480_578	 0
275_464	 0
693_919	 0
111_390	 0
1118_326	 0
36_503	 0
532_577	 0
192_872	 0
598_93	 0
346_904	 0
154_343	 0
358_371	 0
594_969	 0
412_732	 0
1089_851	 0
625_78	 0
337_850	 0
466_500	 0
169_953	 0
1110_63	 0
111_844	 0
518_557	 0
334_694	 0
141_558	 0
1036_265	 0
596_762	 0
279_870	 0
601_80	 0
1101_668	 0
245_473	 0
668_677	 0
588_799	 0
191_33	 0
1148_145	 0
1095_438	 0
181_272	 0
339_623	 0
289_448	 0
318_455	 0
449_781	 0
1135_448	 0
574_608	 0
209_971	 0
410_86	 0
749_817	 0
310_863	 0
1090_680	 0
1110_721	 0
717_858	 0
1104_635	 0
787_851	 0
67_97	 0
118_382	 0
259_779	 0
372_91	 0
507_761	 0
759_946	 0
1019_335	 0
1096_81	 0
159_402	 0
808_938	 0
415_814	 0
1094_384	 0
1011_515	 0
657_918	 0
1116_905	 0
194_222	 0
102_1071	 0
46_475	 0
857_92	 0
704_8	 0
333_481	 0
194_914	 0
1119_454	 0
773_968	 0
1095_700	 0
108_85	 0
275_477	 0
1070_114	 0
